00:00:00:00:00:00	Officially Xerox
DC:CE:41:00:00:00	FE GLOBAL HONG KONG LIMITED
DC:CE:BC:00:00:00	Shenzhen JSR Technology Co.,Ltd.
DC:CE:C1:00:00:00	Cisco Systems, Inc
DC:CF:94:00:00:00	Beijing Rongcheng Hutong Technology Co., Ltd.
DC:CF:96:00:00:00	Samsung Electronics Co.,Ltd
DC:D0:F7:00:00:00	Bentek Systems Ltd.
DC:D2:55:00:00:00	Kinpo Electronics, Inc.
DC:D2:FC:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
DC:D3:21:00:00:00	HUMAX Co., Ltd.
DC:D5:2A:00:00:00	Sunny Heart Limited
DC:D8:7C:00:00:00	Beijing Jingdong Century Trading Co., LTD.
DC:D8:7F:00:00:00	Shenzhen JoinCyber Telecom Equipment Ltd
DC:D9:16:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
DC:DA:4F:00:00:00	GETCK TECHNOLOGY,  INC
DC:DB:70:00:00:00	Tonfunk Systementwicklung und Service GmbH
DC:DC:07:00:00:00	TRP Systems BV
DC:DE:CA:00:00:00	Akyllor
DC:E0:26:00:00:00	Patrol Tag, Inc
DC:E1:AD:00:00:00	Shenzhen Wintop Photoelectric Technology Co., Ltd
DC:E2:AC:00:00:00	Lumens Digital Optics Inc.
DC:E5:78:00:00:00	Experimental Factory of Scientific Engineering and Special Design Department
DC:E7:1C:00:00:00	AUG Elektronik GmbH
DC:E8:38:00:00:00	CK Telecom (Shenzhen) Limited
DC:EB:94:00:00:00	Cisco Systems, Inc
DC:EC:06:00:00:00	Heimi Network Technology Co., Ltd.
DC:EE:06:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
DC:EF:09:00:00:00	Netgear
DC:EF:CA:00:00:00	Murata Manufacturing Co., Ltd.
DC:F0:5D:00:00:00	Letta Teknoloji
DC:F0:90:00:00:00	Private
DC:F1:10:00:00:00	Nokia Corporation
DC:F7:55:00:00:00	Sitronik
DC:F8:58:00:00:00	Lorent Networks, Inc.
DC:FA:D5:00:00:00	STRONG Ges.m.b.H.
DC:FB:02:00:00:00	BUFFALO.INC
DC:FE:07:00:00:00	PEGATRON CORPORATION
DC:FE:18:00:00:00	TP-LINK TECHNOLOGIES CO.,LTD.
E0:03:70:00:00:00	ShenZhen Continental Wireless Technology Co., Ltd.
E0:05:C5:00:00:00	TP-LINK TECHNOLOGIES CO.,LTD.
E0:06:E6:00:00:00	Hon Hai Precision Ind. Co.,Ltd.
E0:07:1B:00:00:00	Hewlett Packard Enterprise
E0:0B:28:00:00:00	Inovonics
E0:0C:7F:00:00:00	Nintendo Co., Ltd.
E0:0D:B9:00:00:00	Cree, Inc.
E0:0E:DA:00:00:00	Cisco Systems, Inc
E0:10:7F:00:00:00	Ruckus Wireless
E0:14:3E:00:00:00	Modoosis Inc.
E0:18:77:00:00:00	FUJITSU LIMITED
E0:19:1D:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E0:1A:EA:00:00:00	Allied Telesis, Inc.
E0:1C:41:00:00:00	Aerohive Networks Inc.
E0:1C:EE:00:00:00	Bravo Tech, Inc.
E0:1D:38:00:00:00	Beijing HuaqinWorld Technology Co.,Ltd
E0:1D:3B:00:00:00	Cambridge Industries(Group) Co.,Ltd.
E0:1E:07:00:00:00	Anite Telecoms  US. Inc
E0:1F:0A:00:00:00	Xslent Energy Technologies. LLC
E0:22:02:00:00:00	ARRIS Group, Inc.
E0:24:7F:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E0:25:38:00:00:00	Titan Pet Products
E0:26:30:00:00:00	Intrigue Technologies, Inc.
E0:26:36:00:00:00	Nortel Networks
E0:27:1A:00:00:00	TTC Next-generation Home Network System WG
E0:28:61:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E0:28:6D:00:00:00	AVM Audiovisuelles Marketing und Computersysteme GmbH
E0:2A:82:00:00:00	Universal Global Scientific Industrial Co., Ltd.
E0:2C:B2:00:00:00	Lenovo Mobile Communication (Wuhan) Company Limited
E0:2C:F3:00:00:00	MRS Electronic GmbH
E0:2F:6D:00:00:00	Cisco Systems, Inc
E0:30:05:00:00:00	Alcatel-Lucent Shanghai Bell Co., Ltd
E0:31:9E:00:00:00	Valve Corporation
E0:31:D0:00:00:00	SZ Telstar CO., LTD
E0:34:E4:00:00:00	Feit Electric Company, Inc.
E0:35:60:00:00:00	Challenger Supply Holdings, LLC
E0:36:76:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E0:36:E3:00:00:00	Stage One International Co., Ltd.
E0:37:BF:00:00:00	Wistron Neweb Corporation
E0:39:D7:00:00:00	Plexxi, Inc.
E0:3C:5B:00:00:00	SHENZHEN JIAXINJIE ELECTRON CO.,LTD
E0:3E:44:00:00:00	Broadcom
E0:3E:4A:00:00:00	Cavanagh Group International
E0:3E:7D:00:00:00	data-complex GmbH
E0:3F:49:00:00:00	ASUSTek COMPUTER INC.
E0:41:36:00:00:00	MitraStar Technology Corp.
E0:43:DB:00:00:00	Shenzhen ViewAt Technology Co.,Ltd.
E0:46:9A:00:00:00	Netgear
E0:48:AF:00:00:00	Premietech Limited
E0:4B:45:00:00:00	Hi-P Electronics Pte Ltd
E0:4F:43:00:00:00	Universal Global Scientific Industrial Co., Ltd.
E0:4F:BD:00:00:00	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
E0:50:8B:00:00:00	Zhejiang Dahua Technology Co., Ltd.
E0:51:24:00:00:00	NXP Semiconductors
E0:51:63:00:00:00	Arcadyan Corporation
E0:55:3D:00:00:00	Cisco Meraki
E0:55:97:00:00:00	Emergent Vision Technologies Inc.
E0:56:F4:00:00:00	AxesNetwork Solutions inc.
E0:58:9E:00:00:00	Laerdal Medical
E0:5B:70:00:00:00	Innovid, Co., Ltd.
E0:5D:A6:00:00:00	Detlef Fink Elektronik & Softwareentwicklung
E0:5F:45:00:00:00	Apple, Inc.
E0:5F:B9:00:00:00	Cisco Systems, Inc
E0:60:66:00:00:00	Sercomm Corporation
E0:61:B2:00:00:00	HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD
E0:62:90:00:00:00	Jinan Jovision Science & Technology Co., Ltd.
E0:63:E5:00:00:00	Sony Mobile Communications AB
E0:64:BB:00:00:00	DigiView S.r.l.
E0:66:78:00:00:00	Apple, Inc.
E0:67:B3:00:00:00	C-Data Technology Co., Ltd
E0:68:6D:00:00:00	Raybased AB
E0:69:95:00:00:00	PEGATRON CORPORATION
E0:75:0A:00:00:00	ALPS ELECTRIC CO.,LTD.
E0:75:7D:00:00:00	Motorola Mobility LLC, a Lenovo Company
E0:76:D0:00:00:00	AMPAK Technology, Inc.
E0:78:A3:00:00:00	Shanghai Winner Information Technology Co.,Inc
E0:7C:13:00:00:00	zte corporation
E0:7C:62:00:00:00	Whistle Labs, Inc.
E0:7F:53:00:00:00	TECHBOARD SRL
E0:7F:88:00:00:00	EVIDENCE Network SIA
E0:81:77:00:00:00	GreenBytes, Inc.
E0:87:B1:00:00:00	Nata-Info Ltd.
E0:88:5D:00:00:00	Technicolor CH USA Inc.
E0:89:9D:00:00:00	Cisco Systems, Inc
E0:8A:7E:00:00:00	Exponent
E0:8E:3C:00:00:00	Aztech Electronics Pte Ltd
E0:8F:EC:00:00:00	REPOTEC CO., LTD.
E0:91:53:00:00:00	XAVi Technologies Corp.
E0:91:F5:00:00:00	Netgear
E0:94:67:00:00:00	Intel Corporate
E0:95:79:00:00:00	ORTHOsoft inc, d/b/a Zimmer CAS
E0:97:96:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E0:97:F2:00:00:00	Atomax Inc.
E0:98:61:00:00:00	Motorola Mobility LLC, a Lenovo Company
E0:99:71:00:00:00	Samsung Electronics Co.,Ltd
E0:9D:31:00:00:00	Intel Corporate
E0:9D:B8:00:00:00	PLANEX COMMUNICATIONS INC.
E0:9D:FA:00:00:00	Wanan Hongsheng Electronic Co.Ltd
E0:A1:98:00:00:00	NOJA Power Switchgear Pty Ltd
E0:A1:D7:00:00:00	Sfr
E0:A3:0F:00:00:00	Pevco
E0:A3:AC:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E0:A6:70:00:00:00	Nokia Corporation
E0:A7:00:00:00:00	Verkada Inc
E0:A8:B8:00:00:00	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
E0:AA:B0:00:00:00	GENERAL VISION ELECTRONICS CO. LTD.
E0:AB:FE:00:00:00	Orb Networks, Inc.
E0:AC:CB:00:00:00	Apple, Inc.
E0:AC:F1:00:00:00	Cisco Systems, Inc
E0:AE:5E:00:00:00	ALPS ELECTRIC CO.,LTD.
E0:AE:B2:00:00:00	Bender GmbH &amp; Co.KG
E0:AE:ED:00:00:00	Loenk
E0:AF:4B:00:00:00	Pluribus Networks, Inc.
E0:B2:F1:00:00:00	FN-LINK TECHNOLOGY LIMITED
E0:B5:2D:00:00:00	Apple, Inc.
E0:B6:F5:00:00:00	IEEE Registration Authority
E0:B7:0A:00:00:00	ARRIS Group, Inc.
E0:B7:B1:00:00:00	ARRIS Group, Inc.
E0:B9:4D:00:00:00	SHENZHEN BILIAN ELECTRONIC CO.，LTD
E0:B9:A5:00:00:00	AzureWave Technology Inc.
E0:B9:BA:00:00:00	Apple, Inc.
E0:B9:E5:00:00:00	Technicolor
E0:BC:43:00:00:00	C2 Microsystems, Inc.
E0:C0:D1:00:00:00	CK Telecom (Shenzhen) Limited
E0:C2:86:00:00:00	Aisai Communication Technology Co., Ltd.
E0:C2:B7:00:00:00	Masimo Corporation
E0:C3:F3:00:00:00	zte corporation
E0:C6:B3:00:00:00	MilDef AB
E0:C7:67:00:00:00	Apple, Inc.
E0:C7:9D:00:00:00	Texas Instruments
E0:C8:6A:00:00:00	SHENZHEN TW-SCIE Co., Ltd
E0:C9:22:00:00:00	Jireh Energy Tech., Ltd.
E0:C9:7A:00:00:00	Apple, Inc.
E0:CA:4D:00:00:00	Shenzhen Unistar Communication Co.,LTD
E0:CA:94:00:00:00	ASKEY COMPUTER CORP
E0:CB:1D:00:00:00	Private
E0:CB:4E:00:00:00	ASUSTek COMPUTER INC.
E0:CB:EE:00:00:00	Samsung Electronics Co.,Ltd
E0:CD:FD:00:00:00	Beijing E3Control Technology Co, LTD
E0:CE:C3:00:00:00	ASKEY COMPUTER CORP
E0:CF:2D:00:00:00	Gemintek Corporation
E0:D1:0A:00:00:00	Katoudenkikougyousyo co ltd
E0:D1:73:00:00:00	Cisco Systems, Inc
E0:D1:E6:00:00:00	Aliph dba Jawbone
E0:D3:1A:00:00:00	EQUES Technology Co., Limited
E0:D5:5E:00:00:00	GIGA-BYTE TECHNOLOGY CO.,LTD.
E0:D7:BA:00:00:00	Texas Instruments
E0:D9:A2:00:00:00	Hippih aps
E0:D9:E3:00:00:00	Eltex Enterprise Ltd.
E0:DA:DC:00:00:00	JVC KENWOOD Corporation
E0:DB:10:00:00:00	Samsung Electronics Co.,Ltd
E0:DB:55:00:00:00	Dell Inc.
E0:DB:88:00:00:00	Open Standard Digital-IF Interface for SATCOM Systems
E0:DC:A0:00:00:00	Siemens Industrial Automation Products Ltd Chengdu
E0:DD:C0:00:00:00	vivo Mobile Communication Co., Ltd.
E0:E5:CF:00:00:00	Texas Instruments
E0:E6:31:00:00:00	SNB TECHNOLOGIES LIMITED
E0:E7:51:00:00:00	Nintendo Co., Ltd.
E0:E7:BB:00:00:00	Nureva, Inc.
E0:E8:E8:00:00:00	Olive Telecommunication Pvt. Ltd
E0:ED:1A:00:00:00	vastriver Technology Co., Ltd
E0:ED:C7:00:00:00	Shenzhen Friendcom Technology Development Co., Ltd
E0:EE:1B:00:00:00	Panasonic Automotive Systems Company of America
E0:EF:25:00:00:00	Lintes Technology Co., Ltd.
E0:F2:11:00:00:00	Digitalwatt
E0:F3:79:00:00:00	Vaddio
E0:F5:C6:00:00:00	Apple, Inc.
E0:F5:CA:00:00:00	CHENG UEI PRECISION INDUSTRY CO.,LTD.
E0:F8:47:00:00:00	Apple, Inc.
E0:F9:BE:00:00:00	Cloudena Corp.
E0:FA:EC:00:00:00	Platan sp. z o.o. sp. k.
E0:FF:F7:00:00:00	Softiron Inc.
E2:0C:0F:00:00:00	Kingston Technologies
E4:02:9B:00:00:00	Intel Corporate
E4:04:39:00:00:00	TomTom Software Ltd
E4:11:5B:00:00:00	Hewlett Packard
E4:12:18:00:00:00	ShenZhen Rapoo Technology Co., Ltd.
E4:12:1D:00:00:00	Samsung Electronics Co.,Ltd
E4:12:89:00:00:00	topsystem Systemhaus GmbH
E4:17:D8:00:00:00	8BITDO TECHNOLOGY HK LIMITED
E4:18:6B:00:00:00	ZyXEL Communications Corporation
E4:1A:2C:00:00:00	ZPE Systems, Inc.
E4:1C:4B:00:00:00	V2 TECHNOLOGY, INC.
E4:1D:2D:00:00:00	Mellanox Technologies, Inc.
E4:1F:13:00:00:00	IBM Corp
E4:22:A5:00:00:00	PLANTRONICS, INC.
E4:23:54:00:00:00	SHENZHEN FUZHI SOFTWARE TECHNOLOGY CO.,LTD
E4:25:E7:00:00:00	Apple, Inc.
E4:25:E9:00:00:00	Color-Chip
E4:27:71:00:00:00	Smartlabs
E4:2A:D3:00:00:00	Magneti Marelli S.p.A. Powertrain
E4:2C:56:00:00:00	Lilee Systems, Ltd.
E4:2D:02:00:00:00	TCT mobile ltd
E4:2F:26:00:00:00	Fiberhome Telecommunication Technologies Co.,LTD
E4:2F:56:00:00:00	OptoMET GmbH
E4:2F:F6:00:00:00	Unicore communication Inc.
E4:32:CB:00:00:00	Samsung Electronics Co.,Ltd
E4:35:93:00:00:00	Hangzhou GoTo technology Co.Ltd
E4:35:C8:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E4:35:FB:00:00:00	Sabre Technology (Hull) Ltd
E4:37:D7:00:00:00	HENRI DEPAEPE S.A.S.
E4:38:F2:00:00:00	Advantage Controls
E4:3E:D7:00:00:00	Arcadyan Corporation
E4:3F:A2:00:00:00	Wuxi DSP Technologies Inc.
E4:40:E2:00:00:00	Samsung Electronics Co.,Ltd
E4:41:E6:00:00:00	Ottec Technology GmbH
E4:42:A6:00:00:00	Intel Corporate
E4:46:BD:00:00:00	C&C TECHNIC TAIWAN CO., LTD.
E4:47:90:00:00:00	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E4:48:C7:00:00:00	Cisco SPVTG
E4:4C:6C:00:00:00	Shenzhen Guo Wei Electronic Co,. Ltd.
E4:4E:18:00:00:00	Gardasoft VisionLimited
E4:4F:29:00:00:00	MA Lighting Technology GmbH
E4:4F:5F:00:00:00	EDS Elektronik Destek San.Tic.Ltd.Sti
E4:50:9A:00:00:00	HW Communications Ltd
E4:55:EA:00:00:00	Dedicated Computing
E4:56:14:00:00:00	Suttle Apparatus
E4:57:40:00:00:00	ARRIS Group, Inc.
E4:57:A8:00:00:00	Stuart Manufacturing, Inc.
E4:58:B8:00:00:00	Samsung Electronics Co.,Ltd
E4:58:E7:00:00:00	Samsung Electronics Co.,Ltd
E4:5A:A2:00:00:00	vivo Mobile Communication Co., Ltd.
E4:5D:51:00:00:00	Sfr
E4:5D:52:00:00:00	Avaya Inc
E4:5D:75:00:00:00	Samsung Electronics Co.,Ltd
E4:62:51:00:00:00	HAO CHENG GROUP LIMITED
E4:64:49:00:00:00	ARRIS Group, Inc.
E4:67:BA:00:00:00	Danish Interpretation Systems A/S
E4:68:A3:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E4:69:5A:00:00:00	Dictum Health, Inc.
E4:6C:21:00:00:00	messMa GmbH
E4:6F:13:00:00:00	D-Link International
E4:71:85:00:00:00	Securifi Ltd
E4:75:1E:00:00:00	Getinge Sterilization AB
E4:77:23:00:00:00	zte corporation
E4:77:6B:00:00:00	AARTESYS AG
E4:77:D4:00:00:00	Minrray Industry Co.,Ltd
E4:7B:3F:00:00:00	BEIJING CO-CLOUD TECHNOLOGY LTD.
E4:7C:F9:00:00:00	Samsung Electronics Co.,Ltd
E4:7D:5A:00:00:00	Beijing Hanbang Technology Corp.
E4:7D:BD:00:00:00	Samsung Electronics Co.,Ltd
E4:7D:EB:00:00:00	Shanghai Notion Information Technology CO.,LTD.
E4:7E:66:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E4:7F:B2:00:00:00	FUJITSU LIMITED
E4:81:84:00:00:00	Nokia
E4:81:B3:00:00:00	Shenzhen ACT Industrial Co.,Ltd.
E4:83:99:00:00:00	ARRIS Group, Inc.
E4:85:01:00:00:00	Geberit International AG
E4:8A:D5:00:00:00	RF WINDOW CO., LTD.
E4:8B:7F:00:00:00	Apple, Inc.
E4:8C:0F:00:00:00	Discovery Insure
E4:8D:8C:00:00:00	Routerboard.com
E4:90:69:00:00:00	Rockwell Automation
E4:90:7E:00:00:00	Motorola Mobility LLC, a Lenovo Company
E4:92:E7:00:00:00	Gridlink Tech. Co.,Ltd.
E4:92:FB:00:00:00	Samsung Electronics Co.,Ltd
E4:95:6E:00:00:00	IEEE Registration Authority
E4:96:AE:00:00:00	ALTOGRAPHICS Inc.
E4:97:F0:00:00:00	Shanghai VLC Technologies Ltd. Co.
E4:98:D1:00:00:00	Microsoft Mobile Oy
E4:98:D6:00:00:00	Apple, Inc.
E4:9A:79:00:00:00	Apple, Inc.
E4:9E:12:00:00:00	FREEBOX SAS
E4:A1:E6:00:00:00	Alcatel-Lucent Shanghai Bell Co., Ltd
E4:A3:2F:00:00:00	Shanghai Artimen Technology Co., Ltd.
E4:A3:87:00:00:00	Control Solutions LLC
E4:A4:71:00:00:00	Intel Corporate
E4:A5:EF:00:00:00	TRON LINK ELECTRONICS CO., LTD.
E4:A7:49:00:00:00	Palo Alto Networks
E4:A7:A0:00:00:00	Intel Corporate
E4:A7:FD:00:00:00	Cellco Partnership
E4:A8:B6:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E4:AA:5D:00:00:00	Cisco Systems, Inc
E4:AB:46:00:00:00	UAB Selteka
E4:AD:7D:00:00:00	SCL Elements
E4:AF:A1:00:00:00	Hes-So
E4:B0:05:00:00:00	Beijing IQIYI Science & Technology Co., Ltd.
E4:B0:21:00:00:00	Samsung Electronics Co.,Ltd
E4:B3:18:00:00:00	Intel Corporate
E4:BA:D9:00:00:00	360 Fly Inc.
E4:BE:ED:00:00:00	Netcore Technology Inc.
E4:C1:46:00:00:00	Objetivos y Servicios de Valor A
E4:C1:F1:00:00:00	SHENZHEN SPOTMAU INFORMATION TECHNOLIGY CO., Ltd
E4:C2:D1:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E4:C6:2B:00:00:00	Airware
E4:C6:3D:00:00:00	Apple, Inc.
E4:C6:E6:00:00:00	Mophie, LLC
E4:C7:22:00:00:00	Cisco Systems, Inc
E4:C8:01:00:00:00	BLU Products Inc
E4:C8:06:00:00:00	Ceiec Electric Technology Inc.
E4:CE:02:00:00:00	WyreStorm Technologies Ltd
E4:CE:70:00:00:00	Health & Life co., Ltd.
E4:CE:8F:00:00:00	Apple, Inc.
E4:D3:32:00:00:00	TP-LINK TECHNOLOGIES CO.,LTD.
E4:D3:F1:00:00:00	Cisco Systems, Inc
E4:D5:3D:00:00:00	Hon Hai Precision Ind. Co.,Ltd.
E4:D7:1D:00:00:00	Oraya Therapeutics
E4:DD:79:00:00:00	En-Vision America, Inc.
E4:E0:C5:00:00:00	Samsung Electronics Co.,Ltd
E4:E4:09:00:00:00	LEIFHEIT AG
E4:E4:AB:00:00:00	Apple, Inc.
E4:EC:10:00:00:00	Nokia Corporation
E4:EE:FD:00:00:00	MR&D Manufacturing
E4:F3:65:00:00:00	Time-O-Matic, Inc.
E4:F3:E3:00:00:00	Shanghai iComhome Co.,Ltd.
E4:F3:F5:00:00:00	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
E4:F4:C6:00:00:00	Netgear
E4:F7:A1:00:00:00	Datafox GmbH
E4:F8:9C:00:00:00	Intel Corporate
E4:F8:EF:00:00:00	Samsung Electronics Co.,Ltd
E4:F9:39:00:00:00	Minxon Hotel Technology INC.
E4:FA:1D:00:00:00	PAD Peripheral Advanced Design Inc.
E4:FA:ED:00:00:00	Samsung Electronics Co.,Ltd
E4:FA:FD:00:00:00	Intel Corporate
E4:FB:8F:00:00:00	MOBIWIRE MOBILES (NINGBO) CO.,LTD
E4:FE:D9:00:00:00	EDMI Europe Ltd
E4:FF:DD:00:00:00	ELECTRON INDIA
E8:00:36:00:00:00	Befs co,. ltd
E8:03:9A:00:00:00	Samsung Electronics Co.,Ltd
E8:04:0B:00:00:00	Apple, Inc.
E8:04:10:00:00:00	Private
E8:04:62:00:00:00	Cisco Systems, Inc
E8:04:F3:00:00:00	Throughtek Co., Ltd.
E8:05:6D:00:00:00	Nortel Networks
E8:06:88:00:00:00	Apple, Inc.
E8:07:34:00:00:00	Champion Optical Network Engineering, LLC
E8:07:BF:00:00:00	SHENZHEN BOOMTECH INDUSTRY CO.,LTD
E8:08:8B:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E8:09:45:00:00:00	Integrated Device Technology (Malaysia) Sdn. Bhd.
E8:09:59:00:00:00	Guoguang Electric Co.,Ltd
E8:0B:13:00:00:00	Akib Systems Taiwan, INC
E8:0C:38:00:00:00	DAEYOUNG INFORMATION SYSTEM CO., LTD
E8:0C:75:00:00:00	Syncbak, Inc.
E8:10:2E:00:00:00	Really Simple Software, Inc
E8:11:32:00:00:00	Samsung Electronics Co.,Ltd
E8:11:CA:00:00:00	SHANDONG KAER ELECTRIC.CO.,LTD
E8:13:24:00:00:00	GuangZhou Bonsoninfo System CO.,LTD
E8:13:63:00:00:00	Comstock RD, Inc.
E8:13:67:00:00:00	AIRSOUND Inc.
E8:15:0E:00:00:00	Nokia Corporation
E8:16:2B:00:00:00	IDEO Security Co., Ltd.
E8:17:FC:00:00:00	NIFTY Corporation
E8:18:63:00:00:00	IEEE Registration Authority
E8:28:77:00:00:00	TMY Co., Ltd.
E8:28:D5:00:00:00	Cots Technology
E8:2A:EA:00:00:00	Intel Corporate
E8:2E:24:00:00:00	Out of the Fog Research LLC
E8:33:81:00:00:00	ARRIS Group, Inc.
E8:34:3E:00:00:00	Beijing Infosec Technologies Co., LTD.
E8:37:7A:00:00:00	ZyXEL Communications Corporation
E8:39:35:00:00:00	Hewlett Packard
E8:39:DF:00:00:00	ASKEY COMPUTER CORP
E8:3A:12:00:00:00	Samsung Electronics Co.,Ltd
E8:3A:97:00:00:00	Toshiba Corporation
E8:3E:B6:00:00:00	Rim
E8:3E:FB:00:00:00	GEODESIC LTD.
E8:3E:FC:00:00:00	ARRIS Group, Inc.
E8:40:40:00:00:00	Cisco Systems, Inc
E8:40:F2:00:00:00	PEGATRON CORPORATION
E8:43:B6:00:00:00	QNAP Systems, Inc.
E8:44:7E:00:00:00	Bitdefender SRL
E8:48:1F:00:00:00	Advanced Automotive Antennas
E8:4D:D0:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E8:4E:06:00:00:00	EDUP INTERNATIONAL (HK) CO., LTD
E8:4E:84:00:00:00	Samsung Electronics Co.,Ltd
E8:4E:CE:00:00:00	Nintendo Co., Ltd.
E8:50:8B:00:00:00	SAMSUNG ELECTRO-MECHANICS(THAILAND)
E8:51:6E:00:00:00	TSMART Inc.
E8:51:9D:00:00:00	Yeonhab Precision Co.,LTD
E8:54:84:00:00:00	NEO Information Systems Co., Ltd.
E8:55:B4:00:00:00	SAI Technology Inc.
E8:56:59:00:00:00	Advanced-Connectek Inc.
E8:56:D6:00:00:00	NCTech Ltd
E8:5A:A7:00:00:00	LLC Emzior
E8:5B:5B:00:00:00	LG ELECTRONICS INC
E8:5B:F0:00:00:00	Imaging Diagnostics
E8:5D:6B:00:00:00	Luminate Wireless
E8:5E:53:00:00:00	Infratec Datentechnik GmbH
E8:61:1F:00:00:00	Dawning Information Industry Co.,Ltd
E8:61:7E:00:00:00	Liteon Technology Corporation
E8:61:83:00:00:00	Black Diamond Advanced Technology, LLC
E8:61:BE:00:00:00	Melec Inc.
E8:65:49:00:00:00	Cisco Systems, Inc
E8:65:D4:00:00:00	Tenda Technology Co.,Ltd.Dongguan branch
E8:66:C4:00:00:00	Diamanti
E8:6C:DA:00:00:00	Supercomputers and Neurocomputers Research Center
E8:6D:52:00:00:00	ARRIS Group, Inc.
E8:6D:54:00:00:00	Digit Mobile Inc
E8:6D:6E:00:00:00	voestalpine SIGNALING Fareham Ltd.
E8:71:8D:00:00:00	Elsys Equipamentos Eletronicos Ltda
E8:74:E6:00:00:00	ADB Broadband Italia
E8:75:7F:00:00:00	FIRS Technologies(Shenzhen) Co., Ltd
E8:78:A1:00:00:00	BEOVIEW INTERCOM DOO
E8:7A:F3:00:00:00	S5 Tech S.r.l.
E8:80:2E:00:00:00	Apple, Inc.
E8:80:D8:00:00:00	GNTEK Electronics Co.,Ltd.
E8:87:A3:00:00:00	Loxley Public Company Limited
E8:88:6C:00:00:00	Shenzhen SC Technologies Co.,LTD
E8:89:2C:00:00:00	ARRIS Group, Inc.
E8:8D:28:00:00:00	Apple, Inc.
E8:8D:F5:00:00:00	ZNYX Networks, Inc.
E8:8E:60:00:00:00	NSD Corporation
E8:91:20:00:00:00	Motorola Mobility LLC, a Lenovo Company
E8:92:18:00:00:00	Arcontia International AB
E8:92:A4:00:00:00	LG Electronics (Mobile Communications)
E8:93:09:00:00:00	Samsung Electronics Co.,Ltd
E8:94:4C:00:00:00	Cogent Healthcare Systems Ltd
E8:94:F6:00:00:00	TP-LINK TECHNOLOGIES CO.,LTD.
E8:96:06:00:00:00	testo Instruments (Shenzhen) Co., Ltd.
E8:99:5A:00:00:00	PiiGAB, Processinformation i Goteborg AB
E8:99:C4:00:00:00	HTC Corporation
E8:9A:8F:00:00:00	QUANTA COMPUTER INC.
E8:9A:FF:00:00:00	Fujian Landi Commercial Equipment Co.,Ltd
E8:9D:87:00:00:00	Toshiba
E8:9E:0C:00:00:00	Private
E8:9E:B4:00:00:00	Hon Hai Precision Ind. Co.,Ltd.
E8:9F:EC:00:00:00	CHENGDU KT ELECTRONIC HI-TECH CO.,LTD
E8:A3:64:00:00:00	Signal Path International / Peachtree Audio
E8:A4:C1:00:00:00	Deep Sea Electronics PLC
E8:A7:F2:00:00:00	Straffic
E8:AB:FA:00:00:00	Shenzhen Reecam Tech.Ltd.
E8:B1:FC:00:00:00	Intel Corporate
E8:B2:AC:00:00:00	Apple, Inc.
E8:B4:AE:00:00:00	Shenzhen C&D Electronics Co.,Ltd
E8:B4:C8:00:00:00	Samsung Electronics Co.,Ltd
E8:B7:48:00:00:00	Cisco Systems, Inc
E8:BA:70:00:00:00	Cisco Systems, Inc
E8:BB:3D:00:00:00	Sino Prime-Tech Limited
E8:BB:A8:00:00:00	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E8:BD:D1:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E8:BE:81:00:00:00	Sagemcom Broadband SAS
E8:C1:D7:00:00:00	Philips
E8:C2:29:00:00:00	H-Displays (MSC) Bhd
E8:C3:20:00:00:00	Austco Communication Systems Pty Ltd
E8:C7:4F:00:00:00	Liteon Technology Corporation
E8:CB:A1:00:00:00	Nokia Corporation
E8:CC:18:00:00:00	D-Link International
E8:CC:32:00:00:00	Micronet  LTD
E8:CD:2D:00:00:00	HUAWEI TECHNOLOGIES CO.,LTD
E8:CE:06:00:00:00	SkyHawke Technologies, LLC.
E8:D0:FA:00:00:00	MKS Instruments Deutschland GmbH
E8:D1:1B:00:00:00	ASKEY COMPUTER CORP
E8:D4:83:00:00:00	ULTIMATE Europe Transportation Equipment GmbH
E8:D4:E0:00:00:00	Beijing BenyWave Technology Co., Ltd.
